Page title,UK Fees,International Fees,Duration,Campus,description,Url
"Digital Media, Public Relations and Advertising BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Harrow, North-West London","Our Digital Media, PR and Advertising BA is ideal for those who want to explore the commercial aspect of marketing communications and consumer culture. The course has been designed to prepare you for the fast-changing media and communication industries and digital media roles of the future. You’ll become a highly skilled media professional who can create and share messages professionally across any digital platform, to truly connect with an audience.",https://www.westminster.ac.uk/media-and-communication-courses/2025-26/september/full-time/digital-media-public-relations-and-advertising-ba-honours
"Urban Planning and Design BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Marylebone, Central London","This course will help you to develop a professional career in urban planning and design. You’ll take an active role in shaping climate-resilient, inclusive and healthy cities.",https://www.westminster.ac.uk/architecture-interiors-and-urban-design-courses/2025-26/september/full-time/urban-planning-and-design-ba-honours
"Economics BSc Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Marylebone, Central London","What is the UK government doing to mitigate the financial impact of the coronavirus pandemic? How is the global community tackling poverty? What will Brexit mean for trade? How can companies embrace the opportunities of a decarbonised world? On this degree, you’ll explore these and more questions, crises and controversies as we uncover the far-reaching impact of economics on our world.",https://www.westminster.ac.uk/economics-courses/2025-26/september/full-time/economics-bsc-honours
"Creative Writing and English Literature BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 years,"Regent, Central London",Our Creative Writing and English Literature BA combines the study of literary and non-literary texts in English with the development of your own creative writing skills.,https://www.westminster.ac.uk/english-and-creative-writing-courses/2025-26/september/full-time/creative-writing-and-english-literature-ba-honours
"English Literature and History BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 years,"Regent, Central London","This is an exciting, interdisciplinary degree at the heart of the humanities. It allows you to explore a wealth of literary texts while thinking deeply about the circumstances of their production and reception, and to learn about a range of events, themes and ideas in history and consider the literary and cultural responses to them.",https://www.westminster.ac.uk/english-and-creative-writing-history-courses/2025-26/september/full-time/english-literature-and-history-ba-honours
"Economics and Management BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Marylebone, Central London","Whether caused by politics, environmental issues or world health crises, the global economy is ever changing and of growing concern to businesses. Monitoring and predicting the impact of economics on business is now a top priority, raising the demand for graduates who understand how markets work and how local and international issues can affect competition and performance.",https://www.westminster.ac.uk/business-and-management-economics-courses/2025-26/september/full-time/economics-and-management-ba-honours
"French and English BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Regent, Central London","At Westminster, we'll train you to become a competent linguist and communicator, ready to enter graduate employment.",https://www.westminster.ac.uk/english-and-creative-writing-languages-courses/2025-26/september/full-time/french-and-english-ba-honours
"Fashion Design BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Harrow, North-West London",Our Fashion Design BA has an exceptional reputation for being aligned with the international fashion industry and enabling you to have outstanding opportunities to engage with the industry throughout your course.,https://www.westminster.ac.uk/art-design-and-visual-culture-fashion-courses/2025-26/september/full-time/fashion-design-ba-honours
"Fashion Business Management with Professional Experience BA Honours - Courses | University of Westminster, London","£9,250","£17,000",4 years,"Harrow, North-West London","Our Fashion Business Management with Professional Experience BA is designed to create future leaders in the fashion, business and retail industries. In our course, you will explore the roles and interrelationships between buying, merchandising, supply chain and marketing.",https://www.westminster.ac.uk/fashion-courses/2025-26/september/full-time/fashion-business-management-with-professional-experience-ba-honours
"Financial Economics BSc Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Marylebone, Central London","Financial economics is all about managing financial assets such as trade and share prices, interest rates and exchange rates. You’ll not only be introduced to financial economics, but also gain a solid foundation in general economic concepts, principles, analysis, techniques and knowledge.",https://www.westminster.ac.uk/economics-courses/2025-26/september/full-time/financial-economics-bsc-honours
"French and International Business BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Regent, Central London",Our French and International Business BA will help you develop the skills and knowledge you'll need to succeed in the internationalised business world.,https://www.westminster.ac.uk/business-and-management-languages-courses/2025-26/september/full-time/french-and-international-business-ba-honours
"Fashion Marketing and Promotion BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Harrow, North-West London","Our course in Fashion Marketing and Promotion has been designed to cater for creative, passionate and motivated students who want to pursue a creative degree within the fashion industry and develop a solid understanding of business in our digital era.",https://www.westminster.ac.uk/art-design-and-visual-culture-fashion-courses/2025-26/september/full-time/fashion-marketing-and-promotion-ba-honours
"French and Linguistics BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Regent, Central London",Our French and Linguistics BA trains you to be a competent linguist ready to enter graduate employment.,https://www.westminster.ac.uk/languages-courses/2025-26/september/full-time/french-and-linguistics-ba-honours
"Fashion Photography BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Harrow, North-West London","Our Fashion Photography BA has been designed to meet the industry’s demand for well-trained and agile graduates. The course provides both deep disciplinary knowledge, and a broad range of photographic skills across various forms of analogue, digital and emerging media. Combining the success and legacy of photography as a discipline at Westminster with fashion practices, you’ll be equipped with the confidence, flexibility, and skills to develop careers within this competitive industry.",https://www.westminster.ac.uk/art-design-and-visual-culture-fashion-media-and-communication-courses/2025-26/september/full-time/fashion-photography-ba-honours
"FinTech with Data Analytics BSc Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Marylebone, Central London","This exciting course draws together knowledge of computer science with finance, building your computer literacy skills from the ground up. You’ll master industry-standard software such as Python, R and MATLAB whilst developing your understanding of the theoretical frameworks upon which FinTech and data analytics are based.",https://www.westminster.ac.uk/accounting-and-finance-data-science-and-informatics-courses/2025-26/september/full-time/fintech-with-data-analytics-bsc-honours
"Film BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Harrow, North-West London","At Westminster we develop thinking filmmakers who have something to say to, and about, the world.",https://www.westminster.ac.uk/film-and-television-media-and-communication-courses/2025-26/september/full-time/film-ba-honours
"Finance BSc Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Marylebone, Central London","This exciting programme is designed with input from financial firms, public and private companies. Our aim is to combine theoretical learning content with practice to give you a deep understanding of modern financial theories together with learning about how companies make investment, financing and acquisition decisions. It will prepare you for a career in the dynamic, highly regulated world of financial services.",https://www.westminster.ac.uk/accounting-and-finance-courses/2025-26/september/full-time/finance-bsc-honours
"Games Art BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Harrow, North-West London","The Games Art BA will provide you with the creative skills and technical knowledge needed to design visual assets in game environments; you’ll design the characters, objects and backgrounds that make games come to life. This course will prepare you to become a confident games artist who can create visuals and user experience design applicable across a wide range of industries and emerging technologies.",https://www.westminster.ac.uk/art-design-and-visual-culture-courses/2025-26/september/full-time/games-art-ba-honours
"Arabic and International Communication BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Regent, Central London","Our Arabic and International Communication BA develops your knowledge of the Arabic language and culture, and develops your communication skills for the professional global environment.",https://www.westminster.ac.uk/languages-courses/2025-26/september/full-time/arabic-and-international-communication-ba-honours
"Chinese and International Communication BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Regent, Central London","Our Chinese and International Communication BA develops your knowledge of the Chinese language and culture, and develops your communication skills for the professional global environment.",https://www.westminster.ac.uk/languages-courses/2025-26/september/full-time/chinese-and-international-communication-ba-honours
"French and International Communication BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Regent, Central London","Our French and International Communication BA develops your knowledge of the French language and culture,  and develops your communication skills for the professional global environment.",https://www.westminster.ac.uk/languages-courses/2025-26/september/full-time/french-and-international-communication-ba-honours
"Graphic Design BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Harrow, North-West London","On this course you’ll learn a broad range of creative, technical and professional skills and use these to respond to industry-standard briefs and collaborative project work – preparing you for life as a professional graphic designer.",https://www.westminster.ac.uk/art-design-and-visual-culture-media-and-communication-courses/2025-26/september/full-time/graphic-design-ba-honours
"Spanish and International Communication BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Regent, Central London","Our Spanish and International Communication BA develops your knowledge of the Spanish language and culture, and develops your communication skills for the professional global environment.",https://www.westminster.ac.uk/languages-courses/2025-26/september/full-time/spanish-and-international-communication-ba-honours
"Global Trade and Business BA Honours - Courses | University of Westminster, London","£9,250","£17,000",1 year,"Marylebone, Central London",Are there any winners in an international trade war? Are large trade deficits a problem? What are the challenges for businesses that wish to start exporting their products? You’ll tackle these questions and more on our exciting ‘top-up’ degree in Global Trade and Business.,https://www.westminster.ac.uk/business-and-management-economics-courses/2025-26/september/full-time/global-trade-and-business-ba-honours
"Human Nutrition BSc Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Cavendish, Central London","On this course, you'll examine how nutrients and eating patterns impact health and well-being, and the role of diet in both health and disease.",https://www.westminster.ac.uk/nutrition-and-public-health-courses/2025-26/september/full-time/human-nutrition-bsc-honours
"History and Politics BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 years,"Regent, Central London","History and Politics are deeply complementary disciplines: history (and the writing of history) is entrenched in politics and political frameworks, while contemporary politics and political institutions, organisations and movements can only be fully understood when examined in longer historical patterns. Combining these subjects equips you with the analytical tools to explore and understand societies, both past and present.",https://www.westminster.ac.uk/history-politics-and-international-relations-courses/2025-26/september/full-time/history-and-politics-ba-honours
"Public Health BSc Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Cavendish, Central London","Public health is the science that aims to improve populations' health by designing and taking measures to prevent disease and protect and promote health and wellbeing. The Covid-19 pandemic and climate change have led to the importance of public health receiving greater recognition. Our new Public Health BSc equips you with a range of practical skills and knowledge which could be applied to a range of careers, particularly those in public health, aiming to improve and protect the health of individuals, communities and populations.",https://www.westminster.ac.uk/nutrition-and-public-health-courses/2025-26/september/full-time/public-health-bsc-honours
"Arabic and International Relations BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Regent, Central London","Our Arabic and International Relations course focuses on questions of governance, democracy and human rights, while training competent Arabic linguists ready to enter graduate employment.",https://www.westminster.ac.uk/languages-politics-and-international-relations-courses/2025-26/september/full-time/arabic-and-international-relations-ba-honours
"Chinese and International Relations BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Regent, Central London","Our Chinese and International Relations course focuses on questions of governance, democracy and human rights while training competent Chinese linguists ready to enter graduate employment.",https://www.westminster.ac.uk/languages-politics-and-international-relations-courses/2025-26/september/full-time/chinese-and-international-relations-ba-honours
"French and International Relations BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Regent, Central London","Our French and International Relations course focuses on questions of governance, democracy and human rights, while training competent French linguists ready to enter graduate employment.",https://www.westminster.ac.uk/languages-politics-and-international-relations-courses/2025-26/september/full-time/french-and-international-relations-ba-honours
"Spanish and International Relations BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Regent, Central London","Our Spanish and International Relations course focuses on questions of governance, democracy and human rights, while training competent Spanish linguists ready to enter graduate employment.",https://www.westminster.ac.uk/languages-politics-and-international-relations-courses/2025-26/september/full-time/spanish-and-international-relations-ba-honours
"International Business BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Marylebone, Central London","Globalisation has enabled companies to become better connected, able to target international customers, develop a worldwide supply chain and attract a multicultural workforce. Our degree will prepare you to respond proactively and creatively to the opportunities and risks presented by international business and the challenges of the global business environment – from cultural, legal and economic perspectives.",https://www.westminster.ac.uk/business-and-management-courses/2025-26/september/full-time/international-business-ba-honours
"Illustration BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Harrow, North-West London",On our Illustration BA you’ll find your distinctive creative voice and gain the skills you need to transform your passion for design into a successful career.,https://www.westminster.ac.uk/art-design-and-visual-culture-media-and-communication-courses/2025-26/september/full-time/illustration-ba-honours
"International Marketing BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Marylebone, Central London","Internationalisation and evolution of markets have created opportunities for companies to focus on marketing from a global perspective. On our degree, you’ll explore the complexity and diversity facing marketers in the highly competitive and continually evolving world marketplace, incorporating the latest marketing strategy, tools, and techniques.",https://www.westminster.ac.uk/business-and-management-marketing-courses/2025-26/september/full-time/international-marketing-ba-honours
"Interior Architecture BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Marylebone, Central London","Interior architecture is a distinct and separate discipline to architecture. Its specific focus is the creation of innovative and exciting interior spaces, primarily through the adaptation and spatial manipulation of existing buildings.",https://www.westminster.ac.uk/architecture-interiors-and-urban-design-courses/2025-26/september/full-time/interior-architecture-ba-honours
"International Relations BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Regent, Central London","This course enables you to develop a comprehensive understanding of the evolution of the international system and to relate this to contemporary developments in international relations. It provides a theoretical framework for understanding the distribution of power at the global, regional and national levels.",https://www.westminster.ac.uk/politics-and-international-relations-courses/2025-26/september/full-time/international-relations-ba-honours
"Languages and Translation BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 years,"Regent, Central London","Our Languages and Translation BA Honours will give you the skills, knowledge and competencies to build a career as a professional translator.",https://www.westminster.ac.uk/languages-courses/2025-26/september/full-time/languages-and-translation-ba-honours
"Law LLB Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Regent, Central London","Studying Law at Westminster will place you on a pathway to excellence. From your first day with us, you will be encouraged to express your ideas, voice, and identity through legal endeavour. In addition to teaching core legal skills, you will study new and emerging areas of law and legal practice, to help you stay ahead. Throughout your degree, you can define your learning pathway by choosing from a large number of specialist modules.",https://www.westminster.ac.uk/law-courses/2025-26/september/full-time/law-llb-honours
"Law and Criminal Justice LLB - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Regent, Central London","Why people commit crimes, and how criminals should be dealt with, are fascinating questions which lie at the heart of a just and safe society. This course is one of very few in the UK to combine specialist teaching in criminal justice with a qualifying law degree.",https://www.westminster.ac.uk/law-courses/2025-26/september/full-time/law-and-criminal-justice-llb
"Creative Writing and English Language BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 years,"Regent, Central London","Our Creative Writing and English Language BA combines the opportunity to improve your writing skills with the development of a thorough knowledge and understanding of the structure, history and usage of the English language.",https://www.westminster.ac.uk/english-and-creative-writing-courses/2025-26/september/full-time/creative-writing-and-english-language-ba-honours
"English Literature and Language BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 years,"Regent, Central London",Our English Literature and Language BA gives you the opportunity to study English literature by focusing on both the wider social context and the language that is being used.,https://www.westminster.ac.uk/english-and-creative-writing-courses/2025-26/september/full-time/english-literature-and-language-ba-honours
"Law and International Relations LLB - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Regent, Central London",Studying Law and International Relations at the University of Westminster will place you on a pathway to a meaningful career in the field of international legal practice and global affairs.,https://www.westminster.ac.uk/law-politics-and-international-relations-courses/2025-26/september/full-time/law-and-international-relations-llb
"English Literature BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 years,"Regent, Central London","Our English Literature BA gives you an opportunity to study English literature in its wider social, cultural, and historical contexts.",https://www.westminster.ac.uk/english-and-creative-writing-courses/2025-26/september/full-time/english-literature-ba-honours
"English Language and Linguistics BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 years,"Regent, Central London","On this course, you'll study one of the key aspects of being human – our ability to use language.",https://www.westminster.ac.uk/english-and-creative-writing-courses/2025-26/september/full-time/english-language-and-linguistics-ba-honours
"English Language and International Communication BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Regent, Central London",Our English Language and International Communication BA develops your understanding of the English language and the complexities of all forms of communication in order to help you thrive in a professional international context.,https://www.westminster.ac.uk/english-and-creative-writing-languages-courses/2025-26/september/full-time/english-language-and-international-communication-ba-honours
"European Legal Studies LLB Honours - Courses | University of Westminster, London","£9,250","£17,000",4 years,"Regent, Central London","Languages are an essential tool when it comes to competing in a global jobs market. Speaking different legal languages gives you a significant advantage in our increasingly interconnected world. Speaking a client’s language gives a great first impression. And if there’s no language barrier, it makes it easier for them to understand technical points.",https://www.westminster.ac.uk/law-courses/2025-26/september/full-time/european-legal-studies-llb-honours
"Law with French Law LLB Honours - Courses | University of Westminster, London","£9,250","£17,000",4 years,"Regent, Central London","Do you want to make an impact in the global legal arena while enhancing your French language skills? Speaking different languages, specifically legal ones, is a significant advantage in our interconnected world.",https://www.westminster.ac.uk/law-courses/2025-26/september/full-time/law-with-french-law-llb-honours
"Marketing and Data Analytics BSc Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Marylebone, Central London","In the dynamic world of decision-making, our Marketing and Data Analytics BSc prepares you for success in the surging field of marketing data and analytics. You’ll gain essential skills in collecting, analysing and interpreting marketing data with cutting-edge tools and techniques. Delve into crafting influential marketing strategies, covering crucial aspects like consumer insight, user experience, and strategy development.",https://www.westminster.ac.uk/marketing-courses/2025-26/september/full-time/marketing-and-data-analytics-bsc-honours
"Medical Sciences BSc Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Cavendish, Central London",Our Medical Sciences BSc Honours is a standalone three-year Bachelor’s degree which is designed to act as a pre-clinical course for students wishing to progress to graduate entry medicine.,https://www.westminster.ac.uk/biological-and-biomedical-sciences-courses/2025-26/september/full-time/medical-sciences-bsc-honours
"Business Management (Entrepreneurship) BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Marylebone, Central London","Are you ready to unlock your potential to create, innovate and bring business ideas to life? This exciting degree is designed to equip you with the skills, knowledge, ability and commercial insight to take concepts from inception to implementation, turning ideas into new products or services in today’s fast-paced world of business.",https://www.westminster.ac.uk/business-and-management-courses/2025-26/september/full-time/business-management-entrepreneurship-ba-honours
"Marketing Communications with AI Integration BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Marylebone, Central London","The expansion of new media technologies and sophisticated customer profiling – covering everything from media consumption to recreational preferences – have increased the choice and importance of creative decisions in marketing strategy. Developed with input from current ‘marcomms’ practitioners, our professionally-focused degree will equip you with the creative and specialist knowledge, skills and capabilities to select the right media channels and craft the most effective messages.",https://www.westminster.ac.uk/business-and-management-marketing-courses/2025-26/september/full-time/marketing-communications-with-ai-integration-ba-honours
"Fine Art Mixed Media BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Harrow, North-West London","Our innovative Fine Art Mixed Media BA will give you the opportunity to explore and develop work across boundaries, within the ever-expanding contemporary fine art disciplines.",https://www.westminster.ac.uk/art-design-and-visual-culture-courses/2025-26/september/full-time/fine-art-mixed-media-ba-honours
"Marketing Management BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Marylebone, Central London","Marketing lies at the heart of every successful business. By engaging with and understanding the customer’s needs, marketing managers influence the development of products and services, providing advice on the best point of sale and recommending the most competitive price. They identify and make sure the target market knows what’s on offer – in increasingly more creative and dynamic ways.",https://www.westminster.ac.uk/business-and-management-marketing-courses/2025-26/september/full-time/marketing-management-ba-honours
"Culture, Environment and Social Change BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Regent, Central London","The Culture, Environment and Social Change BA will enable you to explore the most important issues in the world today. Ranging from climate change and resource depletion to mass migration and social inequality, you’ll examine critical issues from a variety of disciplinary perspectives in order to make sense of a complex and dynamically changing world at a variety of different scales.",https://www.westminster.ac.uk/criminology-and-sociology-english-and-creative-writing-politics-and-international-relations-courses/2025-26/september/full-time/culture-environment-and-social-change-ba-honours
"Psychology and Counselling BSc Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Cavendish, Central London","Our Psychology and Counselling BSc Honours is accredited by the British Psychological Society. It provides you with a broad contemporary education in psychology and counselling within a vibrant, global learning environment situated in the heart of London.",https://www.westminster.ac.uk/psychology-courses/2025-26/september/full-time/psychology-and-counselling-bsc-honours
"Psychology and Criminology BSc Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Regent, Central London","Psychology is the study of the human mind and our behaviour, while criminology is all about the causes of crime and ways to prevent and control it.",https://www.westminster.ac.uk/criminology-and-sociology-psychology-courses/2025-26/september/full-time/psychology-and-criminology-bsc-honours
"Photography BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Harrow, North-West London","Our Photography BA is a long-established course with an excellent international reputation for academic and practical teaching. The course builds upon the success and legacy of photography as a discipline at Westminster, whilst implementing an updated and innovative curriculum, which explores and productively engages with emerging digital technologies and commercial practices.",https://www.westminster.ac.uk/art-design-and-visual-culture-courses/2025-26/september/full-time/photography-ba-honours
"Politics and International Relations BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Regent, Central London","Our Politics and International Relations BA equips you to understand the comparative dimensions of politics at the local, regional, national and global level.",https://www.westminster.ac.uk/politics-and-international-relations-courses/2025-26/september/full-time/politics-and-international-relations-ba-honours
"Policing BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Regent, Central London","Our Policing BA course is designed to equip you for a future career as a police officer or police staff. The course meets the benchmarking standards of the College of Policing, allowing you progress onto the degree holder entry programme. We’ll give you the tools to put your policing ambitions into practice using detailed case studies from crime scene investigation through to processing suspects and court prosecutions, while also uniquely considering the problems and challenges facing contemporary policing in Britain. This degree provides a pathway for students from all backgrounds to solve these issues, make a positive change to modern-day policing and serve the equally diverse communities which the police work within and for.",https://www.westminster.ac.uk/law-courses/2025-26/september/full-time/policing-ba-honours
"Politics BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Regent, Central London","Our Politics BA equips you with an understanding of the relationship between government and society in regions all over the world, from Europe, the Middle East and Asia to North and South America.",https://www.westminster.ac.uk/politics-and-international-relations-courses/2025-26/september/full-time/politics-ba-honours
"Music Production, Performance and Business BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Harrow, North-West London","Our Music Production, Performance and Business BA prepares you for a dynamic career across all facets of the music industry. This course not only covers the essential areas of music production, performance, and business, but also emphasises the importance of collaboration within these fields.",https://www.westminster.ac.uk/music-courses/2025-26/september/full-time/music-production-performance-and-business-ba-honours
"Pharmacology & Physiology BSc Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Cavendish, Central London","Pharmacology and physiology are two closely related disciplines. Pharmacology is the study of drug action and how medicines may modify disease states. Physiology is concerned with how the body and its systems are controlled, and in the changes that lead to disease states (pathophysiology).",https://www.westminster.ac.uk/biological-and-biomedical-sciences-courses/2025-26/september/full-time/pharmacology-physiology-bsc-honours
"Psychology BSc Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Cavendish, Central London","Our course will provide you with an exciting and unique learning experience, delivered by active researchers who are passionate and knowledgeable about their subject.",https://www.westminster.ac.uk/psychology-courses/2025-26/september/full-time/psychology-bsc-honours
"Spanish and Linguistics BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Regent, Central London",Our Spanish and Linguistics BA trains you to be a competent linguist ready to enter graduate employment.,https://www.westminster.ac.uk/languages-courses/2025-26/september/full-time/spanish-and-linguistics-ba-honours
"Quantity Surveying and Commercial Management BSc Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Marylebone, Central London","The growth in global construction is fuelling the demand for professional quantity surveyors and construction commercial managers who can take a holistic view of construction projects – overseeing costs, contractual and procurement matters – from inception to completion. Our project-based approach to learning exposes you to live and past construction projects from the outset, preparing you to accurately predict and control project costs.",https://www.westminster.ac.uk/construction-surveying-and-real-estate-courses/2025-26/september/full-time/quantity-surveying-and-commercial-management-bsc-honours
"Contemporary Retail BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Marylebone, Central London","In an era defined by rapid technological advancements and ever-shifting consumer behaviours, the demand for individuals equipped with the expertise to navigate the evolving retail landscape has increased. Our innovative curriculum is designed to meet this demand head-on.",https://www.westminster.ac.uk/business-and-management-marketing-courses/2025-26/september/full-time/contemporary-retail-ba-honours
"Spanish and English BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Regent, Central London","At Westminster, we'll train you to become a competent linguist communicator, ready to enter graduate employment.",https://www.westminster.ac.uk/english-and-creative-writing-languages-courses/2025-26/september/full-time/spanish-and-english-ba-honours
"Sustainable Business Management BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Marylebone, Central London",Today’s businesses face a pressing challenge: how to thrive while addressing sustainability in every aspect of their operations. Our Sustainable Business Management BA will equip you with the knowledge and skills needed to champion sustainable practices and drive positive change for businesses.,https://www.westminster.ac.uk/business-and-management-courses/2025-26/september/full-time/sustainable-business-management-ba-honours
"Software Engineering with Electronics BEng Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Cavendish, Central London","Our new Software Engineering with Electronics BEng is designed for students who wish to enter the world of computer systems engineering, where a mix of hardware and software skills is highly advantageous in today’s job market.",https://www.westminster.ac.uk/computer-science-and-engineering-courses/2025-26/september/full-time/software-engineering-with-electronics-beng-honours
"Sociology and Criminology BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Regent, Central London","Immigration, crime, social injustice and youth unemployment make headline news almost daily. These are the key issues of our time. If you’re interested in such issues, and want to understand how societal structures impact on people's everyday lives and interactions, or how criminal justice relates to social justice, then you should consider studying sociology and criminology. Combined, these two disciplines develop your sociological and criminological imagination and answer questions about society and its various institutions.",https://www.westminster.ac.uk/criminology-and-sociology-courses/2025-26/september/full-time/sociology-and-criminology-ba-honours
"Software Engineering BEng Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Cavendish, Central London","Our course examines the best ways to design, build, maintain and evaluate software systems. It uses many of the technical aspects of computer science, especially programming, and aims to develop the professional attitudes, interpersonal and technical skills you’ll need in the software engineering industry.",https://www.westminster.ac.uk/computer-science-and-engineering-courses/2025-26/september/full-time/software-engineering-beng-honours
"Spanish and International Business BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Regent, Central London",Our Spanish and International Business BA will help you develop the skills and knowledge you'll need to succeed in the internationalised business world.,https://www.westminster.ac.uk/business-and-management-languages-courses/2025-26/september/full-time/spanish-and-international-business-ba-honours
"Sociology BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Regent, Central London","Choose Sociology at the University of Westminster and you'll never think about society in the same way again. Studying with us means engaging with a dynamic 21st-century subject and exploring current social issues and debates, using the latest research methods.",https://www.westminster.ac.uk/criminology-and-sociology-courses/2025-26/september/full-time/sociology-ba-honours
"Sports Management BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Marylebone, Central London","Looking for a business management degree with a difference? The opportunity to work in sports management is a dream for anyone with a passion for sport, but you don’t have to be a sports fanatic to take this degree. One of the most exciting industries, sport and leisure in the UK alone employs 580,000 people. In 2019, more than a third of those employed in the field of sport in the EU-27 was aged between 15-29.",https://www.westminster.ac.uk/business-and-management-courses/2025-26/september/full-time/sports-management-ba-honours
"Global Challenges BA Honours - Courses | University of Westminster, London","£9,250","£17,000",3 or 4 years,"Regent, Central London","Our Global Challenges BA will help you to address some of the most pressing political, scientific and ethical challenges facing humanity globally today. You’ll explore some of the key dimensions of science, politics and society, working towards creating and leading positive change.",https://www.westminster.ac.uk/politics-and-international-relations-courses/2025-26/september/full-time/global-challenges-ba-honours
